url,listing_id,brand,model,version,mileage,year,transmission,drivetrain,fuel_type,horsepower_cv,location,seller,price_rating,price,listing_date,car_condition,previous_owners,body_type,exterior_color,interior_color,upholstery,seats,doors,engine,power_ch,cylinder_capacity
https://www.automobile.tn/fr/occasion/porsche/cayenne/121095,121095,Porsche,Cayenne,N/A,99800,2006,Automatique,Traction,Essence,20,Ariana,Individual,Prix équitable,52000,09.12.2025,Très bon,2ème main,SUV,Blanc,Beige,Cuir intégral,5,5,9PA01/2003 - 12/2006,N/A,N/A
https://www.automobile.tn/fr/occasion/kia/sportage/120944,120944,Kia,Sportage,N/A,64000,2017,Manuelle,Traction,Diesel,6,Ariana,Individual,Prix équitable,80000,09.12.2025,Très bon,1ère main,SUV,Noir,Noir,Tissu,5,5,IV Phase 109/2015 - 07/2018,N/A,N/A
https://www.automobile.tn/fr/occasion/suzuki/s-presso/121232,121232,Suzuki,S Presso,Pack Alu,20700,2023,Manuelle,Traction,Essence,4,Tunis,Individual,Prix équitable,32700,09.12.2025,Très bon,1ère main,SUV,Rouge,Noir,Tissu,5,5,06/2020 - 01/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/golf-7/121231,121231,Volkswagen,Golf 7,7Smartline,150000,2015,Manuelle,Traction,Essence,5,Tunis,Individual,Prix équitable,50000,09.12.2025,Très bon,1ère main,Compacte,Gris argent,Noir,Tissu,5,5,VII 5 Portes08/2012 - 10/2016,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/117335,117335,Mercedes Benz,Classe C,CAMG +,79000,2018,Automatique,Propulsion,Essence,8,Ariana,Individual,Très bon prix,110000,09.12.2025,Très bon,2ème main,Berline,Noir,Marron,Cuir intégral,5,5,(205) Berline Phase 103/2014 - 09/2018,N/A,N/A
https://www.automobile.tn/fr/occasion/skoda/octavia/119624,119624,Skoda,Octavia,N/A,61000,2022,Automatique,Traction,Essence,8,Ariana,Individual,Prix très élevé,85000,09.12.2025,Très bon,1ère main,Berline,Bleu,Gris,Cuir partiel,5,4,N/A,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e-coupe/87599,87599,Mercedes Benz,Classe E Coupe,E coupé,60000,2011,Automatique,Propulsion,Essence,11,Tunis,Individual,Très bon prix,55000,09.12.2025,Normal,1ère main,Coupé,Gris anthracite,Rouge,Cuir intégral,4,3,(207) Coupé05/2009 - 12/2014,N/A,N/A
https://www.automobile.tn/fr/occasion/ford/mustang/120726,120726,Ford,Mustang,N/A,65000,2018,Automatique,Propulsion,Essence,19,Tunis,Individual,Prix très élevé,175000,09.12.2025,Très bon,2ème main,Coupé,Rouge,Rouge,Cuir intégral,4,3,VI Coupé05/2014 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/porsche/panamera/114893,114893,Porsche,Panamera,N/A,140000,2010,Automatique,Intégrale,Essence,30,Tunis,Individual,Prix élevé,190000,09.12.2025,Très bon,2ème main,Berline,Marron,Beige,Cuir intégral,4,5,Panamara 97002/2009 - 06/2013,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/121230,121230,Mercedes Benz,Classe E,E,295000,2010,Manuelle,Propulsion,Diesel,9,Sfax,Individual,Prix équitable,55000,09.12.2025,Très bon,1ère main,Berline,Gris argent,Noir,Cuir intégral,5,4,(212) Berline02/2009 - 02/2013,N/A,N/A
https://www.automobile.tn/fr/occasion/audi/q7/121163,121163,Audi,Q7,7 places,33000,2023,Automatique,Intégrale,Essence,16,Tunis,Individual,Prix équitable,301000,09.12.2025,Très bon,1ère main,SUV,Gris anthracite,Noir,Cuir intégral,7,5,Série 2 Phase 207/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/golf-8/114897,114897,Volkswagen,Golf 8,8Life,59000,2022,Manuelle,Traction,Essence,6,Tunis,Individual,Prix équitable,81000,09.12.2025,Très bon,1ère main,Compacte,Noir,Noir,Tissu,5,5,VIII Hatchback07/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/kia/optima/119493,119493,Kia,Optima,N/A,174000,2011,Manuelle,Traction,Essence,10,Ben Arous,Individual,Prix équitable,41500,09.12.2025,Très bon,2ème main,Berline,Aubergine,Noir,Cuir intégral,5,4,11/2010 - 07/2015,N/A,N/A
https://www.automobile.tn/fr/occasion/tesla/model-3/121229,121229,Tesla,Model 3,3,160000,2023,Automatique,Propulsion,N/A,6,Tunis,Individual,Aucune évaluation,160000,09.12.2025,Très bon,1ère main,Berline,Gris Shark,Noir,Cuir intégral,5,5,Phase 209/2020 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/cla/121228,121228,Mercedes Benz,Cla,Edition 1,49000,2021,Automatique,Propulsion,Hybride,8,Ariana,Individual,Très bon prix,130000,09.12.2025,Très bon,1ère main,Berline,Noir,Noir,Alcantara,5,5,II (118) Coupé05/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/mahindra/xuv-300/121227,121227,Mahindra,Xuv 300,300W6,40000,2022,Manuelle,Traction,Essence,6,Tunis,Individual,Bon prix,50000,09.12.2025,Très bon,1ère main,SUV,Blanc,Noir,Tissu,5,5,01/2022 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/121226,121226,Mercedes Benz,Classe C,CBusiness,194357,2014,Automatique,Traction,Essence,8,Ariana,Individual,Très bon prix,78000,09.12.2025,Très bon,2ème main,Berline,Noir,Noir,Cuir partiel,5,4,(205) Berline Phase 103/2014 - 09/2018,N/A,N/A
https://www.automobile.tn/fr/occasion/bmw/ix3/120878,120878,Bmw,Ix3,M,48000,2022,Automatique,Propulsion,N/A,6,Kairouan,Individual,Aucune évaluation,167000,09.12.2025,Très bon,1ère main,SUV,Blanc,Noir,Cuir intégral,5,5,(G08)07/2020 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/gla/120253,120253,Mercedes Benz,Gla,Pack Night,119000,2021,Automatique,Traction,Hybride,8,Kairouan,Individual,Bon prix,137000,09.12.2025,Très bon,1ère main,SUV,Gris anthracite,Noir,cuir / alcantara,5,4,(X247)01/2020 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/bmw/i4/120389,120389,Bmw,I4,M PRO,7800,2023,Automatique,Intégrale,N/A,6,Kairouan,Individual,Aucune évaluation,176000,09.12.2025,Très bon,1ère main,Berline,Noir,Noir,Cuir intégral,5,4,(G26) Gran Coupé11/2021 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/partner/121143,121143,Peugeot,Partner,Kg,91000,2021,Manuelle,Traction,Diesel,5,Mahdia,Individual,Prix élevé,52000,09.12.2025,Très bon,1ère main,Utilitaire,Rouge,Noir,Tissu,3,4,(K9) Utilitaire10/2018 - 05/2024,N/A,N/A
https://www.automobile.tn/fr/occasion/chery/tiggo-3x/120913,120913,Chery,Tiggo 3X,3XLuxury,12600,2022,Automatique,Traction,Essence,6,La Manouba,Individual,Prix équitable,57000,09.12.2025,Très bon,1ère main,SUV,Bleu,Noir,Similicuir,5,5,12/2021 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/dacia/sandero-stepway/120352,120352,Dacia,Sandero Stepway,Stepway,98000,2021,Manuelle,Traction,Essence,5,Nabeul,Ben Amou Auto,Prix élevé,47500,09.12.2025,Très bon,1ère main,SUV,Blanc,Noir,Tissu,5,5,III11/2020 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/dacia/logan-mcv/120299,120299,Dacia,Logan Mcv,MCV,75000,2020,Manuelle,Traction,Essence,5,Nabeul,Ben Amou Auto,Prix équitable,42500,09.12.2025,Très bon,1ère main,Monospace,Gris Shark,Noir,Tissu,5,5,II Phase 201/2017 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/gla/120292,120292,Mercedes Benz,Gla,N/A,35000,2022,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,169000,09.12.2025,Très bon,1ère main,SUV,Gris Shark,Gris,Cuir intégral,5,5,(X247)01/2020 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/golf-8/120279,120279,Volkswagen,Golf 8,8,153000,2021,Automatique,Traction,Essence,6,Nabeul,Ben Amou Auto,Très bon prix,76500,09.12.2025,Très bon,1ère main,Compacte,Blanc,Noir,Tissu,5,5,VIII Hatchback07/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/audi/a3-sportback/120278,120278,Audi,A3 Sportback,SportbackS-Line,98000,2022,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,129000,09.12.2025,Très bon,1ère main,Compacte,Noir,Noir,Cuir partiel,5,5,Série 4 Sportback Phase 107/2019 - 02/2024,N/A,N/A
https://www.automobile.tn/fr/occasion/audi/a3/120277,120277,Audi,A3,N/A,215000,2017,Manuelle,Traction,Diesel,6,Nabeul,Ben Amou Auto,Aucune évaluation,57000,09.12.2025,Très bon,1ère main,Compacte,Noir,Noir,Tissu,5,5,Série 3 Phase 205/2016 - 07/2019,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/308/120175,120175,Peugeot,308,N/A,158000,2021,Manuelle,Traction,Diesel,5,Nabeul,Ben Amou Auto,Prix équitable,52000,09.12.2025,Très bon,1ère main,Compacte,Blanc,Noir,Tissu,5,5,II (T9) Phase II09/2017 - 07/2021,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/passat/120049,120049,Volkswagen,Passat,N/A,112000,2021,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Bon prix,98000,09.12.2025,Très bon,1ère main,Berline,Gris argent,Noir,Alcantara,5,5,B8 Berline Phase 207/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/renault/captur/120036,120036,Renault,Captur,N/A,66000,2021,Manuelle,Traction,Essence,5,Nabeul,Ben Amou Auto,Prix très élevé,69000,09.12.2025,Très bon,1ère main,SUV,Noir,Noir,Cuir partiel,5,5,II01/2020 - 05/2024,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/119807,119807,Mercedes Benz,Classe C,CAMG +,98000,2021,Automatique,Traction,Diesel,8,Nabeul,Ben Amou Auto,Bon prix,133000,09.12.2025,Très bon,1ère main,Berline,Gris Shark,Noir,Cuir intégral,5,5,(205) Berline Phase 207/2018 - 04/2021,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/208/119725,119725,Peugeot,208,N/A,119000,2021,Manuelle,Traction,Diesel,5,Nabeul,Ben Amou Auto,Aucune évaluation,43500,09.12.2025,Très bon,1ère main,Citadine,Blanc,Noir,Tissu,5,5,II (P21) 5 Portes10/2019 - 10/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/2008/119723,119723,Peugeot,2008,N/A,11000,2021,Automatique,Traction,Essence,5,Nabeul,Ben Amou Auto,Très bon prix,57000,09.12.2025,Très bon,1ère main,SUV,Gris argent,Noir,Cuir partiel,5,5,II (P24E) 5HB02/2020 - 08/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/mini/5-portes/119698,119698,Mini,5 Portes,portes,113000,2021,Manuelle,Traction,Essence,5,Nabeul,Ben Amou Auto,Aucune évaluation,65000,09.12.2025,Très bon,1ère main,Citadine,Beige,Noir,Tissu,5,5,3 (F55) 5 Portes LCI02/2021 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/audi/a3-sportback/119694,119694,Audi,A3 Sportback,SportbackS-Line,158000,2021,Manuelle,Traction,Diesel,6,Nabeul,Ben Amou Auto,Aucune évaluation,87000,09.12.2025,Très bon,1ère main,Compacte,Gris Shark,Noir,Tissu,5,5,Série 4 Sportback Phase 107/2019 - 02/2024,N/A,N/A
https://www.automobile.tn/fr/occasion/renault/megane/119488,119488,Renault,Megane,N/A,55000,2022,Automatique,Traction,Hybride,6,Nabeul,Ben Amou Auto,Aucune évaluation,65000,09.12.2025,Très bon,1ère main,Compacte,Noir,Noir,Tissu,5,5,IV Phase 2 Hatchback06/2020 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/kia/sportage/119376,119376,Kia,Sportage,N/A,118000,2021,Automatique,Intégrale,Essence,11,Nabeul,Ben Amou Auto,Prix équitable,95000,09.12.2025,Très bon,1ère main,SUV,Noir,Noir,Cuir intégral,5,5,IV Phase 207/2018 - 12/2021,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/cla/119038,119038,Mercedes Benz,Cla,N/A,78000,2021,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,147000,09.12.2025,Très bon,1ère main,Berline,Noir,Noir,Alcantara,5,5,II (118) Coupé05/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/audi/q3-sportback/118627,118627,Audi,Q3 Sportback,SportbackS-Line Plus,70000,2021,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,159000,09.12.2025,Très bon,1ère main,SUV,Blanc,Noir,Cuir intégral,5,5,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/renault/megane/118624,118624,Renault,Megane,N/A,170000,2020,Manuelle,Traction,Diesel,5,Nabeul,Ben Amou Auto,Prix équitable,57500,09.12.2025,Très bon,1ère main,Compacte,Blanc,Noir,Tissu,5,5,IV Phase 2 Hatchback06/2020 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/118542,118542,Mercedes Benz,Glc Coupe,CoupéAMG,73000,2021,Automatique,Intégrale,Hybride,12,Nabeul,Ben Amou Auto,Très bon prix,198000,09.12.2025,Très bon,1ère main,SUV,Bleu,Noir,Cuir intégral,5,5,(C253) Coupé Phase 204/2019 - 10/2022,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/118017,118017,Mercedes Benz,Classe A,AAMG Premium,48000,2021,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,127000,09.12.2025,Très bon,1ère main,Compacte,Bleu,Noir,Alcantara,5,5,(W177) Hatchback03/2018 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/eqa/117980,117980,Mercedes Benz,Eqa,Line,50000,2022,Automatique,Traction,N/A,8,Nabeul,Ben Amou Auto,Prix équitable,147000,09.12.2025,Très bon,1ère main,SUV,Blanc,Noir,Alcantara,5,5,02/2021 - 12/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/3008/117888,117888,Peugeot,3008,N/A,115000,2022,Manuelle,Traction,Essence,6,Nabeul,Ben Amou Auto,Aucune évaluation,76000,09.12.2025,Très bon,1ère main,SUV,Noir,Noir,Cuir partiel,5,5,II Phase 201/2021 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/117689,117689,Volkswagen,Tiguan,N/A,108000,2019,Automatique,Intégrale,Essence,12,Nabeul,Ben Amou Auto,Très bon prix,89000,09.12.2025,Très bon,1ère main,SUV,Blanc,Noir,Alcantara,5,5,II01/2016 - 07/2020,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/117657,117657,Mercedes Benz,Classe A,AAMG Premium,80000,2021,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,125000,09.12.2025,Très bon,1ère main,Compacte,Noir,Noir,Alcantara,5,5,(W177) Hatchback03/2018 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/117306,117306,Mercedes Benz,Classe A,AAMG Premium,38000,2024,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Aucune évaluation,169000,09.12.2025,Très bon,1ère main,Compacte,Blanc,Noir,Alcantara,5,5,(W177) Phase 2 Hatchback03/2023 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/117303,117303,Land Rover,Range Rover Evoque,Range Rover EvoqueR-Dynamic HSE,98000,2022,Automatique,Traction,Hybride,11,Nabeul,Ben Amou Auto,Bon prix,179000,09.12.2025,Très bon,1ère main,SUV,Bleu,Noir,Cuir partiel,5,5,Evoque II03/2019 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/bmw/serie-5/116958,116958,Bmw,Serie 5,5Pack M,53000,2021,Automatique,Intégrale,Hybride,10,Nabeul,Ben Amou Auto,Bon prix,189000,09.12.2025,Très bon,1ère main,Berline,Blanc,Noir,Cuir intégral,5,5,(G30) LCI Berline07/2020 - 12/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/t-cross/116745,116745,Volkswagen,T Cross,N/A,89000,2020,Manuelle,Traction,Essence,6,Nabeul,Ben Amou Auto,Prix équitable,69500,09.12.2025,Très bon,1ère main,SUV,Noir,Beige,Alcantara,5,5,12/2018 - 11/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/116688,116688,Mercedes Benz,Classe A,AAMG Premium,118000,2021,Automatique,Traction,Diesel,6,Nabeul,Ben Amou Auto,Prix équitable,103000,09.12.2025,Très bon,1ère main,Compacte,Blanc,Noir,Alcantara,5,5,(W177) Hatchback03/2018 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/gla/116505,116505,Mercedes Benz,Gla,N/A,72000,2021,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,163000,09.12.2025,Très bon,1ère main,SUV,Noir,Noir,Alcantara,5,5,(X247)01/2020 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/208/116480,116480,Peugeot,208,N/A,58000,2022,Manuelle,Traction,Essence,5,Nabeul,Ben Amou Auto,Prix très élevé,49500,09.12.2025,Très bon,1ère main,Citadine,Bleu,Noir,Tissu,5,5,II (P21) 5 Portes10/2019 - 10/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/115444,115444,Mercedes Benz,Classe A,A,80000,2021,Automatique,Traction,Hybride,8,Nabeul,Ben Amou Auto,Prix équitable,129000,09.12.2025,Très bon,1ère main,Compacte,Blanc,Noir,Alcantara,5,5,(W177) Hatchback03/2018 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/2008/115439,115439,Peugeot,2008,N/A,143000,2021,Manuelle,Traction,Diesel,5,Nabeul,Ben Amou Auto,Aucune évaluation,68500,09.12.2025,Très bon,1ère main,SUV,Bleu,Noir,Tissu,5,5,II (P24E) 5HB02/2020 - 08/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/renault/clio/114368,114368,Renault,Clio,N/A,158000,2022,Manuelle,Traction,Essence,5,Nabeul,Ben Amou Auto,Prix équitable,46500,09.12.2025,Très bon,1ère main,Citadine,Blanc,Noir,Tissu,5,5,V 5 Portes Phase 109/2020 - 12/2022,N/A,N/A
https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/110695,110695,Bmw,Serie 4 Gran Coupe,4 Gran CoupéPack M Sport,108000,2017,Automatique,Traction,Essence,7,Nabeul,Ben Amou Auto,Prix élevé,95000,09.12.2025,Très bon,1ère main,Berline,Blanc,Beige,Cuir partiel,5,5,(F36) LCI Gran Coupé03/2017 - 07/2021,N/A,N/A
https://www.automobile.tn/fr/occasion/dacia/sandero-stepway/110423,110423,Dacia,Sandero Stepway,Stepway,158000,2020,Manuelle,Traction,Essence,5,Nabeul,Ben Amou Auto,Aucune évaluation,43500,09.12.2025,Très bon,1ère main,SUV,Bleu,Noir,Tissu,5,5,II Phase 210/2016 - 11/2020,N/A,N/A
https://www.automobile.tn/fr/occasion/bmw/m3/121193,121193,Bmw,M3,Line,80000,2017,Automatique,Propulsion,Essence,11,Tunis,Individual,Aucune évaluation,140000,09.12.2025,Très bon,1ère main,Coupé,Gris anthracite,Noir,Alcantara,5,2,(F80) LCI01/2016 - 11/2020,N/A,N/A
https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/116524,116524,Bmw,Serie 4 Gran Coupe,4 Gran CoupéExecutive Kit M,124000,2016,Automatique,Propulsion,Essence,10,Tunis,Individual,Prix très élevé,127000,09.12.2025,Très bon,1ère main,Berline,Gris Shark,Marron,Alcantara,5,4,(F36) Gran Coupé03/2014 - 02/2017,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/120298,120298,Volkswagen,Tiguan,N/A,90000,2023,Automatique,Traction,Essence,8,Sfax,Individual,Très bon prix,134000,09.12.2025,Très bon,1ère main,SUV,Gris anthracite,Noir,Cuir partiel,5,4,II Phase 207/2020 - 02/2024,N/A,N/A
https://www.automobile.tn/fr/occasion/toyota/agya/121162,121162,Toyota,Agya,N/A,96000,2021,Automatique,Traction,Essence,5,Tunis,Digital Car,Prix équitable,37000,09.12.2025,Très bon,1ère main,Citadine,Gris argent,Gris,Tissu,5,5,01/2021 - 08/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/jeep/renegade/110843,110843,Jeep,Renegade,N/A,85000,2021,Manuelle,Traction,Essence,8,Tunis,Digital Car,Prix très élevé,83000,09.12.2025,Très bon,1ère main,SUV,Noir,Noir,Tissu,5,5,Phase 208/2018 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/jeep/renegade/114503,114503,Jeep,Renegade,N/A,6000,2025,Automatique,Traction,Essence,8,Tunis,Digital Car,Prix très élevé,125000,09.12.2025,Très bon,1ère main,SUV,Bleu,Noir,Tissu,5,5,Phase 208/2018 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/citroen/jumpy-combi/118197,118197,Citroen,Jumpy Combi,Combi,160000,2020,Manuelle,Traction,Diesel,6,Tunis,Digital Car,Aucune évaluation,79000,09.12.2025,Très bon,1ère main,Monospace,Noir,Noir,Similicuir,9,4,III VP05/2016 - Aujourd'hui,N/A,N/A
https://www.automobile.tn/fr/occasion/great-wall/h6/119915,119915,Great Wall,H6,H6Luxury,96000,2021,Automatique,Traction,Essence,9,Tunis,Digital Car,Prix équitable,79000,09.12.2025,Très bon,1ère main,SUV,Noir,Beige,Similicuir,5,5,II01/2019 - 06/2021,N/A,N/A
https://www.automobile.tn/fr/occasion/renault/clio/110176,110176,Renault,Clio,Plus,95000,2022,Manuelle,Traction,Essence,5,Tunis,Digital Car,Prix très élevé,48500,09.12.2025,Très bon,1ère main,Citadine,Blanc,Noir,Tissu,5,5,IV 5 Portes Phase 211/2016 - 08/2020,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/120869,120869,Mercedes Benz,Classe A,AAMG,121000,2019,Automatique,Intégrale,Diesel,7,Tunis,Digital Car,Très bon prix,98000,09.12.2025,Très bon,1ère main,Compacte,Noir,Noir,Similicuir,5,5,(W177) Hatchback03/2018 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/hyundai/accent/118889,118889,Hyundai,Accent,N/A,68000,2022,Automatique,Traction,Essence,6,Tunis,Digital Car,Très bon prix,65000,09.12.2025,Très bon,1ère main,Berline,Blanc,Noir,Tissu,5,4,N/A,N/A,N/A
https://www.automobile.tn/fr/occasion/kia/ceed/106747,106747,Kia,Ceed,N/A,178000,2019,Manuelle,Traction,Essence,6,Tunis,Digital Car,Aucune évaluation,52000,09.12.2025,N/A,N/A,Compacte,Noir,Gris,Tissu,5,5,II Phase 207/2015 - 07/2018,N/A,N/A
https://www.automobile.tn/fr/occasion/hyundai/i20/115975,115975,Hyundai,I20,N/A,93000,2022,Manuelle,Traction,Essence,5,Tunis,Digital Car,Prix équitable,53000,09.12.2025,Très bon,1ère main,Citadine,Blanc,Noir,Tissu,5,5,III Phase 110/2020 - 11/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/bmw/serie-3/116122,116122,Bmw,Serie 3,3Access,265000,2014,Automatique,Propulsion,Essence,7,Tunis,Digital Car,Prix équitable,57000,09.12.2025,Très bon,1ère main,Berline,Blanc,Noir,Similicuir,5,5,(F30) Berline01/2011 - 08/2015,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/120325,120325,Mercedes Benz,Classe A,AAMG,63000,2022,Automatique,Intégrale,Essence,7,Tunis,Digital Car,Prix équitable,128000,09.12.2025,Très bon,1ère main,Compacte,Blanc,Noir,Alcantara,5,5,(W177) Hatchback03/2018 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/polo-sedan/120636,120636,Volkswagen,Polo Sedan,SedanTrendline,83000,2022,Manuelle,Traction,Essence,5,Tunis,Digital Car,Prix équitable,49500,09.12.2025,Très bon,1ère main,Berline,Gris argent,Noir,Tissu,5,4,V Berline05/2010 - 12/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/hyundai/grand-i10/119090,119090,Hyundai,Grand I10,i10High Grade,79000,2022,Automatique,Traction,Essence,5,Tunis,Digital Car,Prix équitable,47000,09.12.2025,Très bon,1ère main,Citadine,Blanc,Noir,Tissu,5,5,II phase 111/2020 - 09/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/ds/7-crossback/113603,113603,Ds,7 Crossback,CrossbackPerformance-Line,79000,2020,Automatique,Traction,Essence,10,Tunis,Digital Car,Très bon prix,93000,09.12.2025,Très bon,1ère main,SUV,Gris argent,Noir,Alcantara,5,5,Crossback11/2017 - 09/2022,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/ml/120859,120859,Mercedes Benz,Ml,N/A,253000,2011,Automatique,Intégrale,Diesel,15,Tunis,Digital Car,Bon prix,67000,09.12.2025,Très bon,1ère main,SUV,Noir,Beige,Similicuir,5,5,(164) Phase 204/2008 - 12/2013,N/A,N/A
https://www.automobile.tn/fr/occasion/volkswagen/t-cross/115453,115453,Volkswagen,T Cross,N/A,39000,2022,Manuelle,Propulsion,Essence,5,Tunis,Digital Car,Prix très élevé,84000,09.12.2025,Très bon,1ère main,SUV,Bleu,Noir,Similicuir,5,5,12/2018 - 11/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/hyundai/grand-i10/116473,116473,Hyundai,Grand I10,i10GLS,103000,2022,Manuelle,Traction,Essence,5,Tunis,Digital Car,Prix équitable,42500,09.12.2025,Très bon,1ère main,Citadine,Gris argent,Noir,Tissu,5,5,II phase 111/2020 - 09/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/peugeot/208/120858,120858,Peugeot,208,N/A,41000,2022,Automatique,Traction,N/A,5,Tunis,Digital Car,Aucune évaluation,59000,09.12.2025,Très bon,1ère main,Citadine,Bleu,Noir,Tissu,5,5,II (P21) 5 Portes10/2019 - 10/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/106549,106549,Mercedes Benz,Classe A,AAMG,63000,2020,Automatique,Traction,Essence,7,Tunis,Digital Car,Prix très élevé,139000,09.12.2025,Très bon,1ère main,Compacte,Gris Shark,Noir,Alcantara,5,5,(W177) Hatchback03/2018 - 02/2023,N/A,N/A
https://www.automobile.tn/fr/occasion/audi/a3-berline/116712,116712,Audi,A3 Berline,BerlineDesign,178000,2019,Automatique,Traction,Essence,6,Tunis,Digital Car,Prix équitable,69000,09.12.2025,Très bon,1ère main,Berline,Noir,Beige,Similicuir,5,4,Série 3 Limousine (8VS)05/2013 - 04/2016,N/A,N/A
https://www.automobile.tn/fr/occasion/jaguar/xf/117551,117551,Jaguar,Xf,N/A,135000,2011,Automatique,Traction,Essence,17,Tunis,Digital Car,Prix équitable,59000,09.12.2025,Très bon,1ère main,Berline,Noir,Beige,Cuir partiel,5,5,(X250) Berline08/2007 - 05/2012,N/A,N/A
